Sample File,C:\Users\VanceLab\Desktop\CASA_InLab_Sp23\Wall_Loss\SMPS_20230126_Wall_Loss_Dry.S82,
AIM Version,10.3.1.0
Classifier Model,3082       ,Classifier S/N,3082021905001   ,Classifier Firmware Version,2.60
Neutralizer Model,3088,Neutralizer S/N,3088011906004
Impactor (cm),0.071,Impactor S/N,7100764
DMA Model,3081,DMA S/N,3081A1903007
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3750,Detector S/N,3750190603,Nano Enhancer , None
Detector Sample Flow (L/min),1.00,Detector Inlet Flow (L/min),1.00
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),25.40
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Units,Concentration (DW)
Weight,Number
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
140.7,0.025,0.087,0.011,0.024,0.000,0.000,0.012,0.054,0.004,0.014,0.079,0.042,0.016,52.064,46641.431,13415.868,10071.009,8019.360,6674.519,5824.062,5047.446,4399.683,4050.321,3570.721,3339.059,2996.637,2776.143,2583.414,2343.895,2148.540,2057.417,1877.287,1763.575,1623.099,1513.987,1345.268,1279.123,1138.848,1087.356,1033.670,946.701,892.934,824.089,789.441,741.107,697.418,656.163,618.344,591.475,546.921,518.886,476.981,428.838,443.615,400.579,366.565,352.162,334.871,311.028,309.274,292.106,271.789,275.707,240.189,235.076,233.398,200.593,201.537,206.146,180.049,172.582,168.986,168.170,155.420,158.660,145.020,136.349,133.120,131.147,127.504,121.752,116.112,110.144,106.325,99.194,101.626,95.770
145.9,0.019,0.000,0.138,0.000,0.000,0.000,0.021,0.022,0.045,0.000,0.023,0.087,0.022,47.486,48335.693,13559.941,10246.296,8237.058,6874.669,6097.529,5278.896,4602.042,4283.665,3731.285,3627.959,3218.744,2952.409,2760.614,2530.476,2369.777,2201.643,2031.441,1962.651,1775.765,1636.787,1442.055,1416.488,1287.081,1212.781,1129.794,1087.180,988.266,910.300,865.866,822.096,771.068,721.049,682.180,652.809,640.516,572.226,554.953,508.009,484.843,458.421,433.614,400.064,386.011,370.466,348.795,313.866,318.235,300.916,270.746,262.680,258.020,236.523,226.518,231.990,204.661,204.869,196.422,188.508,181.497,171.252,161.566,161.555,156.265,152.622,140.777,134.362,124.759,123.561,121.275,119.071,120.091,111.660
151.2,0.103,0.052,0.081,0.023,0.000,0.058,0.051,0.015,0.029,0.019,0.000,0.051,0.000,40.301,47240.262,13746.631,10479.272,8460.338,7117.920,6395.011,5553.967,4808.797,4451.459,3999.143,3810.813,3457.841,3118.283,2908.283,2709.351,2546.327,2445.211,2217.527,2158.689,1961.966,1776.191,1601.302,1542.320,1405.275,1297.416,1225.594,1201.860,1069.383,1046.205,983.519,887.298,850.621,825.513,752.949,740.146,695.627,665.686,609.838,554.507,554.177,495.232,483.798,452.577,433.488,403.602,392.980,369.851,365.700,322.737,318.285,301.152,293.202,276.027,259.139,255.333,250.158,226.341,226.515,207.864,201.490,192.124,185.027,183.964,173.606,174.210,161.957,152.036,150.611,143.490,135.852,131.385,128.793,120.896
156.8,0.000,0.000,0.023,0.000,0.000,0.086,0.027,0.022,0.026,0.000,0.056,0.025,0.089,37.849,47999.418,13678.577,10514.560,8511.443,7260.242,6508.386,5701.580,4909.082,4619.898,4172.312,3987.892,3571.653,3359.818,3065.892,2920.986,2715.304,2589.054,2380.706,2277.584,2106.841,1906.469,1719.295,1624.475,1508.806,1442.590,1329.319,1284.879,1188.149,1127.562,1101.301,993.590,951.345,890.039,837.226,799.171,763.199,722.547,648.315,618.351,598.842,557.421,524.614,499.169,484.459,456.675,432.950,406.663,392.978,376.485,354.083,335.633,324.339,306.643,291.607,285.247,276.174,259.828,242.564,238.394,223.103,222.425,215.997,201.552,191.583,192.099,178.673,175.000,167.053,158.823,145.554,143.608,142.093,139.419
162.5,0.000,0.026,0.000,0.000,0.000,0.059,0.026,0.025,0.041,0.000,0.089,0.000,0.060,34.641,60599.015,13617.412,10561.685,8618.900,7432.680,6600.827,5828.399,5101.838,4713.806,4372.827,4182.948,3680.991,3530.582,3183.977,3016.375,2877.735,2760.804,2504.358,2433.339,2268.605,2055.195,1849.717,1790.790,1612.538,1531.881,1429.765,1347.710,1297.585,1216.577,1173.449,1094.214,1010.049,973.663,915.838,868.210,818.390,794.835,726.263,683.741,664.284,617.835,589.271,553.406,515.777,512.520,475.997,436.752,438.632,402.464,384.337,361.900,349.805,338.865,321.596,313.287,303.321,294.484,275.216,255.076,256.721,246.264,229.544,227.124,218.715,202.009,194.902,194.807,184.260,179.212,167.513,162.746,158.872,151.278
168.5,0.060,0.008,0.002,0.045,0.046,0.000,0.000,0.080,0.070,0.000,0.000,0.027,0.059,29.714,69804.779,13673.992,10497.434,8567.733,7492.907,6630.973,5899.908,5229.233,4851.089,4489.103,4333.132,3854.926,3633.458,3361.363,3226.437,3037.112,2901.501,2675.454,2553.793,2380.770,2213.003,1997.725,1901.238,1714.950,1663.235,1537.872,1467.467,1390.225,1324.657,1267.400,1172.866,1109.343,1037.358,980.535,953.253,899.557,867.831,771.976,737.282,686.047,680.243,629.871,602.724,570.810,542.511,516.622,504.316,483.415,453.110,436.469,404.777,392.677,369.318,348.880,337.886,319.271,314.133,306.657,283.103,274.083,272.714,257.683,252.334,240.673,223.926,224.069,208.392,205.126,193.821,183.471,188.871,178.437,172.795
174.7,0.043,0.026,0.028,0.028,0.000,0.027,0.000,0.050,0.029,0.029,0.000,0.023,0.029,25.185,67024.612,13335.758,10335.421,8464.967,7482.102,6672.508,5889.406,5310.675,4924.543,4530.829,4429.746,4001.603,3711.511,3500.575,3334.586,3154.409,2988.794,2773.683,2657.321,2531.857,2310.039,2103.638,1991.992,1830.370,1730.933,1598.048,1554.276,1457.693,1423.163,1336.847,1234.521,1186.689,1117.949,1056.963,1015.961,952.689,913.647,840.715,800.225,749.904,728.889,687.494,660.095,604.711,580.938,543.326,532.928,509.706,484.819,463.417,451.827,416.938,394.769,382.863,364.956,357.174,335.455,324.746,311.290,303.604,297.224,276.803,270.344,259.968,250.394,242.840,226.844,222.928,205.726,204.423,193.833,190.012,183.352
181.1,0.000,0.028,0.022,0.075,0.025,0.027,0.000,0.015,0.030,0.030,0.046,0.000,0.060,22.254,58365.290,12715.689,10058.056,8263.983,7253.632,6630.917,5819.769,5318.457,4904.312,4592.696,4437.891,3922.542,3858.326,3556.905,3368.502,3228.576,3164.246,2848.061,2776.732,2575.193,2402.470,2181.106,2050.741,1917.547,1813.894,1695.599,1612.455,1547.246,1482.784,1386.831,1299.994,1232.921,1172.028,1123.956,1072.567,1016.936,964.626,895.832,849.643,804.303,755.063,726.542,706.381,650.324,622.573,591.077,574.866,544.583,518.881,490.464,473.996,458.844,429.698,410.859,386.021,376.785,366.413,347.999,331.424,332.297,308.779,301.185,280.938,275.415,256.258,251.635,245.412,235.074,223.672,221.160,213.999,206.351,199.438
187.7,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.030,0.084,0.091,0.000,0.029,0.061,18.108,48387.093,12195.886,9725.154,8036.041,7177.316,6488.752,5816.190,5283.945,4846.880,4592.956,4508.932,3992.570,3887.023,3604.108,3470.627,3319.676,3252.389,2912.727,2861.014,2712.265,2451.240,2280.907,2159.649,1995.595,1897.839,1756.336,1689.275,1613.152,1528.044,1449.447,1382.141,1296.851,1243.962,1163.367,1132.793,1058.788,1020.533,927.046,884.428,848.763,815.831,772.468,743.338,689.719,669.631,640.976,598.294,576.677,542.955,522.602,497.290,484.048,447.997,431.391,407.661,401.480,391.037,377.534,358.554,339.745,334.613,312.822,308.244,294.501,280.734,272.185,262.769,250.687,237.339,232.788,233.558,227.165,213.222
194.6,0.000,0.000,0.000,0.020,0.000,0.000,0.009,0.000,0.057,0.084,0.059,0.027,0.000,17.130,37337.694,11593.777,9272.924,7671.152,6937.801,6230.203,5620.368,5101.401,4771.272,4521.934,4458.890,4002.537,3862.997,3602.708,3513.040,3395.050,3266.501,2945.066,2926.817,2745.762,2513.824,2310.289,2183.396,2005.648,1947.338,1821.534,1730.443,1658.779,1573.569,1502.012,1417.501,1318.571,1268.200,1205.305,1169.694,1112.628,1039.594,971.742,924.945,883.523,840.889,811.469,780.912,729.569,693.546,646.235,620.629,599.760,575.014,551.091,528.158,491.042,471.726,447.167,428.051,426.016,385.815,397.187,371.144,355.625,338.270,333.503,320.349,312.425,295.298,288.761,268.269,266.679,251.129,242.389,244.643,234.232,221.329
201.7,0.000,0.000,0.021,0.030,0.000,0.000,0.000,0.000,0.027,0.004,0.000,0.031,0.027,15.923,27614.398,10874.726,8741.621,7242.107,6645.862,5964.114,5435.874,4949.409,4587.343,4426.443,4370.769,3910.050,3835.461,3588.931,3466.639,3400.847,3283.485,2950.469,2918.365,2742.801,2536.732,2358.716,2190.568,2058.752,1971.416,1814.230,1760.917,1709.300,1623.928,1552.627,1441.285,1355.119,1302.166,1232.022,1218.860,1137.848,1078.631,1012.683,945.645,905.264,855.130,844.374,786.328,751.054,705.209,684.653,646.224,620.581,597.286,564.923,547.822,522.012,486.837,479.303,461.113,440.400,426.213,401.013,390.427,372.958,364.090,348.163,335.031,322.073,314.450,292.526,284.468,283.163,266.343,255.628,249.983,245.397,236.966
209.1,0.000,0.000,0.000,0.000,0.000,0.000,0.079,0.000,0.000,0.016,0.028,0.031,0.000,13.087,18997.028,9997.129,7993.408,6739.038,6238.621,5611.251,5174.603,4742.394,4361.156,4287.803,4223.723,3805.818,3718.674,3490.167,3387.595,3285.867,3204.214,2937.919,2938.711,2737.553,2530.341,2336.901,2206.167,2065.578,1950.490,1851.245,1760.361,1721.318,1633.660,1547.094,1463.513,1378.331,1326.222,1256.503,1213.596,1146.430,1096.723,1025.150,974.875,921.870,883.720,847.658,812.392,769.300,734.012,700.836,653.579,634.520,597.893,574.980,562.212,524.889,502.623,485.695,466.152,440.933,430.700,419.059,396.042,372.051,362.276,359.541,341.378,334.403,312.908,300.416,301.041,279.131,279.054,269.984,256.763,253.270,244.539
216.7,0.000,0.000,0.062,0.000,0.031,0.000,0.050,0.000,0.048,0.000,0.031,0.062,0.031,9.798,12704.815,9074.184,7351.348,6238.677,5833.152,5245.064,4867.820,4467.279,4151.028,4060.320,4078.681,3710.217,3561.068,3397.858,3287.458,3250.667,3143.433,2870.454,2899.098,2699.328,2480.760,2298.179,2183.701,2041.628,1948.388,1845.435,1769.047,1703.152,1644.084,1559.885,1466.951,1379.778,1318.188,1279.943,1215.924,1148.607,1106.686,1036.834,985.340,932.372,893.310,872.938,814.017,780.299,735.704,706.691,670.561,634.739,605.449,590.704,549.313,526.421,511.789,487.520,464.605,460.819,447.092,420.470,410.936,392.048,369.614,363.766,342.137,333.102,323.089,304.593,299.732,286.341,281.537,266.695,264.639,260.343,253.860
224.7,0.031,0.000,0.000,0.000,0.031,0.000,0.024,0.000,0.058,0.094,0.000,0.000,0.031,7.733,8825.107,8208.078,6619.104,5640.522,5332.494,4850.820,4498.919,4148.151,3871.447,3828.075,3848.908,3479.817,3397.794,3261.343,3182.497,3123.469,3057.720,2768.983,2800.534,2613.400,2443.425,2285.793,2123.599,2005.832,1891.428,1803.283,1728.031,1677.245,1624.154,1561.290,1460.191,1368.037,1304.415,1265.854,1230.876,1121.667,1095.961,1018.662,979.740,925.389,894.067,867.770,808.688,781.908,733.965,698.977,670.276,645.262,601.577,590.733,562.246,534.488,514.820,496.597,478.266,456.154,445.855,437.259,411.779,399.618,375.201,366.443,349.822,338.813,326.026,304.430,299.922,293.542,286.173,279.236,263.483,264.512,254.713
232.9,0.000,0.031,0.031,0.031,0.012,0.000,0.000,0.031,0.000,0.031,0.000,0.000,0.000,7.573,6366.419,7270.055,5887.474,5046.868,4877.288,4419.302,4111.658,3824.084,3575.911,3604.793,3646.423,3257.299,3218.379,3073.444,2994.619,3004.987,2919.319,2643.496,2691.842,2539.401,2364.108,2211.939,2046.195,1949.487,1879.611,1751.008,1674.108,1649.502,1579.706,1518.744,1445.132,1341.435,1285.221,1236.960,1199.397,1129.455,1090.789,997.667,954.832,923.404,881.010,851.807,798.590,773.573,725.047,692.874,666.290,632.521,600.215,585.150,561.375,532.784,505.887,496.390,474.459,447.365,440.838,427.312,406.172,396.288,373.374,366.671,346.467,338.077,324.931,319.630,297.910,293.020,280.198,278.623,267.807,261.312,254.424
241.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.031,0.000,5.666,4868.096,6330.006,5183.250,4465.302,4319.167,3923.432,3675.734,3481.428,3266.168,3275.163,3332.988,2996.587,2961.469,2882.091,2800.238,2840.190,2751.165,2528.811,2548.540,2380.877,2227.306,2098.752,1972.686,1867.625,1793.862,1697.989,1614.326,1588.184,1530.631,1459.332,1398.970,1303.057,1231.968,1210.179,1158.452,1113.218,1060.723,985.423,949.132,900.540,868.071,831.164,784.589,748.383,717.653,681.114,652.369,627.110,592.202,569.568,557.857,513.111,504.822,482.397,469.513,453.041,436.803,417.685,399.903,386.760,374.072,359.494,346.267,332.866,321.679,314.773,298.335,288.851,287.096,274.416,265.870,263.206,256.233
250.3,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.584,3745.985,5388.499,4457.655,3825.116,3790.030,3439.359,3239.326,3124.047,2914.171,2972.327,3044.552,2733.208,2702.479,2640.505,2584.685,2607.495,2558.317,2333.720,2411.353,2251.038,2089.424,1970.072,1859.807,1766.057,1698.177,1619.500,1549.350,1498.753,1458.757,1373.049,1326.236,1262.820,1187.691,1151.783,1115.024,1062.678,1008.780,954.582,914.613,872.493,842.055,808.678,757.626,719.573,690.627,654.846,631.278,607.171,574.109,565.674,533.965,509.239,484.383,472.490,445.655,442.803,425.371,417.350,392.084,378.603,365.123,348.743,337.610,329.706,312.597,306.185,288.475,281.961,274.295,267.195,264.765,256.488,243.735
259.5,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.963,2752.621,4541.132,3800.875,3279.531,3262.239,2970.727,2849.588,2747.634,2554.621,2654.450,2729.025,2476.171,2473.516,2409.888,2372.734,2392.393,2359.248,2174.161,2236.018,2087.763,1962.168,1832.789,1722.767,1643.378,1577.157,1510.740,1471.654,1421.936,1388.661,1330.042,1248.995,1186.442,1124.109,1111.134,1069.464,1013.584,974.618,910.856,865.264,803.101,808.786,771.311,730.973,688.332,658.813,635.385,608.878,590.171,553.885,541.457,510.763,486.794,469.563,457.748,442.707,422.645,403.276,390.485,379.338,358.535,351.510,342.169,326.873,315.491,300.046,293.478,287.230,277.368,265.141,262.169,254.465,250.178,236.453
269.0,0.000,0.033,0.065,0.033,0.033,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.000,3.623,2121.803,3761.668,3154.903,2729.607,2762.504,2551.835,2404.141,2381.465,2209.033,2326.872,2428.936,2198.429,2195.827,2156.058,2120.386,2165.418,2135.611,1960.195,2017.958,1898.605,1779.483,1687.766,1597.073,1514.669,1438.880,1372.910,1347.922,1331.157,1280.066,1239.162,1168.143,1110.480,1048.905,1025.974,992.555,942.745,893.173,867.024,826.732,778.707,744.518,723.359,691.912,660.704,625.634,590.466,563.896,552.436,524.690,509.006,490.449,467.741,435.488,424.354,417.015,399.893,385.196,368.420,363.943,346.893,339.651,329.064,308.571,296.039,290.787,281.691,268.064,263.847,248.852,253.551,240.966,235.505,228.704
278.8,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,2.869,1726.456,3033.982,2584.008,2204.489,2288.605,2127.985,2039.011,2024.857,1869.332,2006.007,2083.785,1901.141,1894.558,1880.766,1856.604,1926.006,1913.961,1741.143,1800.196,1713.747,1600.454,1528.127,1449.342,1369.802,1329.631,1249.755,1222.898,1219.974,1158.570,1147.826,1073.551,1009.069,960.090,937.912,926.410,877.503,843.729,791.081,756.201,730.958,698.731,690.158,642.630,623.259,581.637,558.414,532.009,518.465,486.935,477.086,452.988,429.436,410.102,400.137,390.683,381.656,363.382,355.314,340.087,317.110,313.365,304.832,288.478,280.249,264.783,266.873,255.393,245.759,242.300,234.356,225.603,219.895,215.543
289.0,0.000,0.000,0.000,0.033,0.000,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,2.411,1433.031,2447.358,2093.565,1781.996,1876.321,1739.871,1684.042,1706.492,1564.329,1705.231,1781.836,1624.810,1622.392,1630.053,1629.814,1686.089,1673.606,1520.986,1578.125,1525.847,1413.934,1379.499,1294.969,1235.834,1191.789,1124.176,1112.043,1109.875,1058.120,1033.729,983.854,918.805,869.854,864.207,842.505,813.339,773.363,721.846,706.823,661.645,652.705,613.090,586.241,565.578,537.941,518.604,490.758,469.564,444.986,439.622,423.161,396.052,372.683,373.171,369.307,352.302,342.819,329.243,317.077,297.279,294.735,273.067,269.298,259.241,256.776,246.320,234.506,229.606,222.707,218.997,210.757,206.615,205.313
299.6,0.000,0.000,0.034,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.034,0.000,0.000,1.540,1152.564,1924.565,1638.253,1408.108,1511.468,1396.232,1345.646,1366.895,1273.123,1418.496,1464.500,1359.243,1370.578,1374.973,1382.829,1441.891,1459.556,1324.509,1376.820,1323.870,1233.424,1203.831,1137.761,1074.075,1048.215,996.842,981.649,969.402,957.635,920.436,863.346,834.166,788.422,781.575,762.688,732.531,693.020,649.042,628.596,609.363,586.798,567.334,534.682,507.178,480.662,461.196,446.700,423.878,406.727,399.979,377.263,361.600,348.412,341.412,339.966,325.178,307.584,297.152,287.278,275.504,265.056,256.761,251.001,238.860,234.520,222.394,218.069,210.754,207.007,199.134,189.261,191.408,190.322
310.6,0.034,0.000,0.000,0.000,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.000,0.000,1.375,937.486,1484.553,1261.979,1090.931,1180.605,1124.886,1067.442,1108.405,1033.201,1145.959,1212.769,1112.818,1136.473,1154.360,1151.279,1236.856,1226.214,1114.063,1188.387,1137.692,1064.767,1037.886,974.081,932.492,920.065,862.508,870.811,851.047,843.587,807.570,769.622,725.989,690.648,692.573,680.866,645.809,610.319,593.469,566.563,543.815,517.839,500.171,475.196,461.286,430.791,412.691,402.540,378.515,365.386,359.852,340.178,330.871,313.638,304.383,296.918,292.431,278.637,269.931,263.058,247.979,248.001,229.211,228.675,216.048,211.656,202.782,199.440,188.340,184.918,183.911,179.575,176.595,172.460
322.0,0.103,0.000,0.000,0.000,0.000,0.000,0.035,0.070,0.000,0.035,0.000,0.000,0.000,1.054,710.284,1131.635,963.680,824.979,903.247,875.833,831.026,865.593,823.373,915.590,983.869,911.029,919.887,937.354,955.142,1021.051,1019.273,943.758,991.589,942.338,902.418,867.488,817.301,807.831,783.015,747.810,740.167,736.608,724.436,697.345,676.435,631.586,597.568,609.305,599.481,574.245,528.881,505.375,488.796,477.471,463.470,444.514,421.044,410.531,380.726,370.680,358.278,334.077,324.097,316.890,300.129,287.058,280.084,268.910,269.449,256.600,250.938,240.023,232.660,225.071,210.630,208.870,202.675,197.557,186.270,183.081,179.790,169.613,168.954,163.189,154.980,160.167,153.170
333.8,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,0.854,572.080,851.190,708.347,610.821,683.396,668.520,626.939,666.432,643.632,710.718,770.700,725.170,727.533,754.204,766.018,818.532,828.537,768.727,807.480,793.290,745.551,720.663,689.098,663.260,658.417,629.361,613.806,622.796,610.498,598.498,567.771,530.648,508.071,512.013,505.668,489.559,453.472,438.155,419.824,411.389,400.198,387.038,361.008,349.017,328.353,324.021,313.833,294.491,276.691,273.407,263.837,250.114,241.572,233.294,229.163,231.578,219.922,211.797,204.597,195.599,193.077,183.500,171.624,173.014,169.394,162.135,154.594,151.195,147.647,142.812,139.908,139.813,138.756
346.0,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.017,0.000,0.000,0.000,0.000,0.000,0.499,499.055,629.110,525.946,451.280,500.214,502.187,461.338,495.501,483.799,550.044,588.883,573.074,578.708,599.100,604.060,657.229,666.365,613.398,648.845,629.220,610.584,589.236,561.803,544.900,546.770,517.812,511.965,525.058,509.632,507.096,472.500,449.315,433.483,429.826,424.677,413.995,381.332,365.329,362.182,348.446,339.682,325.121,304.756,299.211,283.333,271.806,260.227,249.340,238.840,235.927,226.060,222.823,211.136,206.342,199.334,192.581,185.547,182.330,177.274,171.650,167.039,157.119,156.066,147.247,144.373,139.503,138.296,135.674,127.003,125.927,120.913,122.383,118.180
358.7,0.000,0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.036,0.000,0.000,0.000,0.000,0.652,421.821,461.105,379.475,327.067,362.250,358.417,338.403,369.445,352.561,407.750,445.537,438.431,449.259,452.627,467.765,514.806,516.507,488.526,518.346,509.162,486.645,472.681,453.266,446.930,437.984,419.375,418.070,409.895,415.455,407.432,387.829,371.424,357.898,370.343,349.021,345.305,322.281,311.104,297.579,290.434,280.642,267.711,259.716,245.317,244.717,228.987,224.130,216.463,201.872,202.300,197.759,182.566,174.139,172.918,169.169,170.735,163.910,157.857,150.720,146.588,143.371,136.869,133.024,127.406,125.129,121.463,115.676,114.002,108.891,112.766,105.337,107.162,103.506
371.8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.037,0.000,0.427,345.792,328.940,270.843,232.287,257.737,257.481,250.504,271.164,264.072,298.629,332.040,327.128,337.426,344.339,371.997,395.475,403.637,375.826,406.434,390.084,392.512,369.887,362.113,355.611,344.750,338.335,333.000,333.786,333.346,326.387,314.732,294.452,300.185,294.937,285.802,286.586,263.063,249.960,248.009,231.969,235.588,222.965,218.958,201.865,199.319,191.021,182.049,176.917,173.004,171.846,160.818,149.860,143.105,142.489,140.792,143.071,137.337,132.438,125.963,119.416,123.212,116.473,113.070,105.989,101.248,103.127,98.193,94.692,94.088,90.626,89.332,87.954,84.967
385.4,0.000,0.000,0.000,0.000,0.037,0.000,0.000,0.000,0.000,0.000,0.075,0.000,0.000,0.247,268.526,231.221,189.488,161.198,177.879,181.782,172.656,192.679,190.959,219.904,238.706,239.414,246.197,254.844,272.914,306.745,309.039,279.350,301.364,301.066,297.681,291.320,270.680,278.276,270.474,260.224,260.825,264.449,259.542,258.714,244.362,230.159,233.494,235.707,233.177,227.833,213.621,203.986,210.721,193.093,195.104,185.866,175.366,167.242,165.307,160.397,145.218,147.947,141.235,138.251,130.883,122.667,121.566,116.399,118.219,115.748,113.361,109.806,104.457,101.826,96.778,95.007,94.949,90.122,83.494,85.179,82.196,78.334,78.007,76.032,73.665,74.501,71.451
399.5,0.000,0.000,0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.168,217.951,163.789,130.556,111.236,126.929,125.360,120.272,135.310,136.505,154.909,175.860,176.697,178.292,183.160,197.360,221.561,225.272,211.498,236.942,230.562,225.468,224.242,207.119,215.073,202.096,199.618,201.459,209.133,205.499,203.364,189.128,184.567,185.876,181.465,189.260,176.931,163.552,161.119,159.263,152.752,158.008,149.778,137.172,135.497,126.793,121.881,117.708,118.649,110.108,108.695,103.288,101.675,99.661,95.049,94.558,91.492,88.426,88.272,83.288,78.112,79.153,77.096,76.836,73.504,67.579,67.077,65.489,64.487,62.951,61.480,58.323,62.734,58.246
414.2,0.000,0.000,0.000,0.000,0.000,0.038,0.000,0.000,0.038,0.000,0.000,0.000,0.000,0.120,161.581,119.916,97.944,80.188,90.063,91.497,85.753,98.473,95.302,112.593,123.954,121.255,132.575,133.572,148.202,165.836,167.536,154.850,175.729,177.119,166.279,164.621,156.964,155.574,161.978,152.319,151.020,151.651,157.861,158.242,149.855,145.232,138.561,142.557,147.344,136.273,126.779,128.647,126.360,119.073,117.113,115.939,112.897,106.143,103.677,98.786,96.632,91.096,88.044,88.138,82.937,80.485,76.080,75.471,75.228,72.852,73.276,69.092,69.033,64.905,67.066,63.028,59.201,57.735,56.049,54.753,53.214,52.255,50.097,51.451,46.952,49.015,49.369
429.4,0.000,0.000,0.000,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.150,122.459,87.266,73.151,58.867,60.415,65.869,60.292,70.617,66.576,81.214,89.352,89.839,93.886,96.071,103.064,122.299,118.466,112.727,125.710,125.806,127.052,123.101,116.315,120.105,121.080,115.689,112.721,116.056,120.751,119.800,111.610,110.316,108.395,107.952,111.371,109.232,96.591,97.914,99.736,95.718,89.182,89.222,85.562,84.558,78.461,77.291,74.305,68.257,67.037,67.250,65.072,62.293,61.196,60.172,61.671,60.655,55.276,53.510,53.840,53.739,51.211,48.572,47.209,46.540,47.005,44.772,41.189,41.306,41.956,38.456,37.500,38.045,40.620
445.1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.040,90.397,65.209,52.161,40.852,46.692,44.370,43.739,49.654,45.860,55.008,63.590,67.982,65.219,68.839,75.528,85.023,87.788,79.909,92.812,92.179,92.552,90.996,87.087,87.262,91.098,87.979,85.109,87.778,88.844,87.433,85.709,82.173,79.871,79.361,83.519,82.825,75.122,73.500,69.198,69.986,69.335,70.767,64.167,65.183,62.851,60.350,56.126,52.332,53.900,51.419,52.553,47.933,47.488,44.994,44.395,44.568,43.926,44.578,40.534,39.627,40.472,38.278,38.169,34.943,33.920,34.642,32.534,31.827,32.739,29.957,30.259,30.669,31.072
461.4,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.121,73.282,49.803,37.514,31.732,31.954,31.682,29.086,36.719,33.047,38.532,44.071,46.146,46.674,50.525,50.475,62.882,62.908,53.678,69.535,66.264,67.857,65.315,62.428,63.841,66.270,60.993,62.210,65.254,64.964,62.119,62.410,62.026,58.933,59.690,61.974,58.287,56.864,53.370,54.123,53.756,53.771,53.912,46.785,47.135,47.139,45.274,40.356,39.355,42.934,40.555,38.288,35.803,36.243,36.942,36.209,33.111,34.231,31.829,30.105,31.732,30.524,28.202,27.528,27.961,27.610,26.619,25.434,24.660,24.908,23.043,23.187,22.406,23.909
478.3,0.000,0.041,0.000,0.000,0.000,0.000,0.041,0.000,0.000,0.000,0.000,0.000,0.000,0.082,63.609,36.369,29.102,24.084,24.179,25.846,22.417,25.854,21.904,28.046,33.569,34.340,35.453,34.618,36.290,44.324,45.932,42.300,46.654,49.430,49.164,45.853,46.118,44.860,47.636,43.457,45.452,46.756,47.400,45.833,44.581,45.459,42.945,43.780,45.850,43.740,40.486,40.825,41.105,40.976,37.648,38.739,36.590,33.849,33.238,32.614,31.136,31.644,32.067,28.397,29.654,26.406,27.011,24.738,27.166,23.956,25.939,24.174,25.575,24.645,22.858,21.881,22.630,21.347,21.116,19.651,17.760,18.230,17.686,18.257,18.382,17.928,18.808
