Sample File,C:\Users\VanceLab\Desktop\CASA_InLab_Sp23\Wall_Loss\SMPS_20230126_Wall_Loss_Dry.S82,
AIM Version,10.3.1.0
Classifier Model,3082       ,Classifier S/N,3082021905001   ,Classifier Firmware Version,2.60
Neutralizer Model,3088,Neutralizer S/N,3088011906004
Impactor (cm),0.071,Impactor S/N,7100764
DMA Model,3081,DMA S/N,3081A1903007
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3750,Detector S/N,3750190603,Nano Enhancer , None
Detector Sample Flow (L/min),1.00,Detector Inlet Flow (L/min),1.00
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),25.40
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Units,dw/dlogDp
Weight,Number
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
121.9,0.000,0.000,0.000,0.000,3.366,1.767,1.878,0.000,0.000,3.569,1.646,3.019,0.409,4679.616,0.000,754141.107,536086.947,416062.025,346591.696,298695.505,250666.872,213597.340,195314.436,163291.799,155697.315,150525.819,121710.807,113318.852,102770.959,87985.291,85948.671,77473.158,73893.616,63590.565,62230.325,54605.076,50171.780,45045.225,40802.585,39273.582,36837.466,33396.798,32636.311,30211.840,27684.815,26034.156,24089.348,23026.812,22495.880,19923.151,19434.912,17600.513,17563.893,15770.923,13733.976,13071.644,12936.972,11841.295,11770.122,11123.443,10589.383,9696.586,9742.147,9263.621,8556.228,7998.838,7496.087,6804.665,7634.490,6399.683,6006.478,5772.782,5748.263,4869.153,4878.414,4676.496,4806.045,4580.909,4381.177,3844.345,3769.186,3714.348,3913.964,3570.172,2951.253,3261.597,3145.536
126.3,5.483,1.794,1.855,3.153,0.411,3.819,1.561,3.704,0.509,0.000,0.000,0.000,1.843,4368.452,0.000,784707.688,575216.439,441042.724,368004.001,320546.853,269397.835,232337.923,213767.994,183726.387,170131.736,160013.125,137092.729,124790.030,110169.785,99129.678,95027.088,86788.973,83016.481,73027.508,69490.766,62004.044,55389.997,53316.950,48554.787,45555.466,41018.815,40043.289,35425.181,35652.773,32317.512,30777.852,29722.967,25898.082,25410.389,22587.576,22680.457,21293.795,19929.029,18041.732,16428.687,15343.567,15338.397,13875.217,13063.844,12611.423,13108.742,10907.560,10167.394,10746.035,9274.922,9147.645,8898.744,8262.793,8536.446,7317.108,7818.595,6691.575,6721.711,6478.393,6112.956,5930.781,5797.343,4825.053,5035.989,4752.723,4756.758,4506.740,4696.791,4263.756,4029.740,4075.929,3826.673
131.0,1.735,1.614,0.000,0.924,1.576,3.808,0.000,1.724,1.326,3.289,0.000,0.000,1.326,3784.790,1398765.947,812983.975,602216.096,469731.260,389959.829,343392.527,287246.714,247281.691,229621.908,197708.660,186415.231,173877.330,147266.626,139403.038,126255.237,113198.107,107482.701,97023.247,93609.873,82905.276,77841.586,66778.094,65031.609,58761.022,54523.474,51879.728,46839.836,45475.362,41558.778,38244.082,36249.864,34612.199,32906.451,29170.330,28839.990,27883.402,26200.529,24823.348,22489.997,20673.569,19871.998,18596.870,17665.714,16928.074,16492.336,14702.062,14551.141,13254.035,12275.525,12737.649,11263.978,10555.228,9666.345,9522.802,9448.137,9149.723,8550.304,7893.246,7923.471,7940.341,7075.819,6600.417,6293.321,5866.122,6058.320,5922.733,5611.502,5305.708,5484.563,5184.965,4377.376,4477.018,3764.829
135.8,1.573,1.864,0.000,3.751,3.549,0.000,0.000,3.361,3.402,3.466,0.000,2.722,5.476,3603.667,3425111.087,839912.546,619498.757,491963.536,407962.351,362432.339,306628.626,264244.763,244818.029,212773.130,202468.129,186083.297,162671.026,152458.351,139794.420,124423.308,119753.150,109310.945,102934.801,90676.254,87387.932,76517.930,73560.459,65635.775,60455.283,57380.015,55743.770,50615.925,48294.060,43480.330,41480.851,38944.508,37484.102,35215.989,34246.831,31150.781,29206.890,27345.337,25357.829,23907.451,21575.332,21302.875,20464.280,19478.612,17760.607,16791.678,16086.048,15986.896,13704.108,13985.890,13050.333,12715.269,11381.324,11247.790,11232.634,10474.746,9970.798,9452.211,9490.432,9107.987,8359.806,7396.388,7643.129,6889.436,7164.942,7318.341,6081.146,6349.586,6188.354,5556.248,5415.330,5667.216,4981.569
140.7,1.574,5.537,0.694,1.521,0.000,0.000,0.737,3.483,0.266,0.919,5.050,2.668,1.022,3332.074,2985051.580,858615.530,644544.581,513239.027,427169.224,372739.954,323036.557,281579.721,259220.550,228526.159,213699.792,191784.800,177673.163,165338.510,150009.299,137506.544,131674.696,120146.347,112868.816,103878.318,96895.178,86097.132,81863.842,72886.262,69590.756,66154.854,60588.893,57147.762,52741.681,50524.210,47430.823,44634.767,41994.409,39573.993,37854.430,35002.925,33208.692,30526.784,27445.639,28391.362,25637.053,23460.135,22538.390,21431.734,19905.761,19793.557,18694.799,17394.504,17645.224,15372.066,15044.876,14937.494,12837.955,12898.345,13193.332,11523.124,11045.227,10815.129,10762.888,9946.879,10154.247,9281.275,8726.319,8519.679,8393.391,8160.269,7792.157,7431.193,7049.184,6804.789,6348.438,6504.061,6129.253
145.9,1.235,0.000,8.801,0.000,0.000,0.000,1.344,1.400,2.893,0.016,1.479,5.548,1.412,3039.088,3093484.340,867836.193,655762.950,527171.697,439978.799,390241.860,337849.375,294530.678,274154.537,238802.252,232189.406,205999.593,188954.173,176679.309,161950.448,151665.720,140905.177,130012.198,125609.634,113648.935,104754.364,92291.551,90655.243,82373.207,77617.966,72306.800,69579.511,63249.033,58259.205,55415.418,52614.129,49348.324,46147.124,43659.538,41779.773,40993.002,36622.495,35516.993,32512.545,31029.955,29338.973,27751.306,25604.112,24704.709,23709.821,22322.880,20087.398,20367.060,19258.601,17327.720,16811.492,16513.285,15137.460,14497.136,14847.376,13098.315,13111.588,12570.981,12064.500,11615.832,10960.125,10340.236,10339.502,10000.941,9767.826,9009.755,8599.186,7984.551,7907.910,7761.582,7620.547,7685.846,7146.242
151.2,6.622,3.342,5.170,1.489,0.000,3.715,3.281,0.962,1.878,1.226,0.000,3.272,0.000,2579.288,3023376.777,879784.388,670673.424,541461.663,455546.890,409280.710,355453.913,307763.023,284893.356,255945.181,243892.010,221301.845,199570.105,186130.139,173398.435,162964.897,156493.502,141921.724,138156.075,125565.826,113676.218,102483.297,98708.481,89937.589,83034.651,78438.037,76919.020,68440.517,66957.119,62945.224,56787.041,54439.735,52832.812,48188.764,47369.332,44520.155,42603.890,39029.620,35488.461,35467.307,31694.849,30963.078,28964.900,27743.241,25830.531,25150.745,23670.473,23404.782,20655.197,20370.226,19273.739,18764.896,17665.744,16584.908,16341.324,16010.140,14485.846,14496.956,13303.272,12895.354,12295.942,11841.742,11773.702,11110.812,11149.414,10365.231,9730.331,9639.134,9183.336,8694.555,8408.658,8242.766,7737.344
156.8,0.000,0.000,1.476,0.000,0.000,5.515,1.701,1.406,1.694,0.000,3.556,1.578,5.686,2422.317,3071962.733,875428.902,672931.832,544732.359,464655.504,416536.707,364901.137,314181.273,295673.495,267027.994,255225.107,228585.789,215028.370,196217.102,186943.124,173779.435,165699.454,152365.165,145765.367,134837.824,122014.000,110034.860,103966.388,96563.614,92325.775,85076.397,82232.230,76041.539,72163.961,70483.266,63589.784,60886.056,56962.495,53582.494,51146.947,48844.746,46242.986,41492.153,39574.493,38325.876,35674.945,33575.320,31946.840,31005.388,29227.169,27708.808,26026.418,25150.612,24095.031,22661.315,21480.499,20757.719,19625.125,18662.859,18255.806,17675.148,16628.970,15524.076,15257.239,14278.608,14235.193,13823.835,12899.298,12261.342,12294.335,11435.056,11199.986,10691.387,10164.644,9315.478,9190.938,9093.936,8922.827
162.5,0.000,1.655,0.000,0.000,0.000,3.782,1.670,1.616,2.628,0.000,5.716,0.000,3.814,2217.013,3878336.939,871514.376,675947.830,551609.589,475691.490,422452.952,373017.565,326517.654,301683.564,279860.932,267708.669,235583.412,225957.228,203774.535,193047.986,184175.043,176691.426,160278.936,155733.686,145190.749,131532.452,118381.887,114610.588,103202.420,98040.402,91504.972,86253.412,83045.420,77860.959,75100.727,70029.705,64643.162,62314.425,58613.621,55565.421,52376.969,50869.455,46480.842,43759.412,42514.167,39541.465,37713.354,35417.981,33009.733,32801.294,30463.778,27952.139,28072.460,25757.703,24597.573,23161.602,22387.527,21687.332,20582.174,20050.348,19412.549,18846.949,17613.815,16324.859,16430.161,15760.927,14690.839,14535.948,13997.778,12928.556,12473.748,12467.642,11792.621,11469.553,10720.817,10415.770,10167.837,9681.819
168.5,3.824,0.539,0.136,2.857,2.937,0.000,0.000,5.149,4.457,0.000,0.000,1.698,3.777,1901.726,4467505.875,875135.487,671835.772,548334.906,479546.052,424382.303,377594.109,334670.885,310469.705,287302.608,277320.456,246715.264,232541.297,215127.204,206491.979,194375.191,185696.066,171229.082,163442.738,152369.254,141632.224,127854.398,121679.260,109756.793,106447.050,98423.823,93917.874,88974.383,84778.055,81113.625,75063.438,70997.957,66390.942,62754.261,61008.220,57571.634,55541.161,49406.475,47186.033,43907.014,43535.541,40311.743,38574.364,36531.828,34720.735,33063.780,32276.253,30938.559,28999.043,27934.002,25905.704,25131.334,23636.374,22328.308,21624.699,20433.351,20104.543,19626.042,18118.577,17541.319,17453.710,16491.730,16149.389,15403.083,14331.248,14340.406,13337.094,13128.073,12404.546,11742.142,12087.750,11419.968,11058.856
174.7,2.771,1.686,1.807,1.808,0.000,1.749,0.000,3.186,1.826,1.863,0.000,1.503,1.826,1611.822,4289575.173,853488.483,661466.969,541757.902,478854.505,427040.543,376921.995,339883.229,315170.724,289973.030,283503.741,256102.601,237536.710,224036.787,213413.482,201882.144,191282.824,177515.721,170068.539,162038.848,147842.490,134632.861,127487.493,117143.706,110779.723,102275.049,99473.642,93292.341,91082.445,85558.220,79009.374,75948.084,71548.755,67645.644,65021.484,60972.088,58473.390,53805.751,51214.401,47993.871,46648.921,43999.585,42246.099,38701.494,37180.021,34772.867,34107.405,32621.166,31028.431,29658.674,28916.930,26684.041,25265.214,24503.243,23357.160,22859.163,21469.100,20783.718,19922.563,19430.644,19022.317,17715.398,17302.038,16637.959,16025.235,15541.780,14518.003,14267.411,13166.463,13083.082,12405.290,12160.790,11734.556
181.1,0.000,1.811,1.433,4.829,1.590,1.750,0.000,0.980,1.925,1.924,2.947,0.000,3.849,1424.259,3735378.584,813804.072,643715.614,528894.942,464232.432,424378.679,372465.204,340381.279,313875.966,293932.549,284025.024,251042.689,246932.859,227641.925,215584.145,206628.889,202511.758,182275.924,177710.818,164812.370,153758.050,139590.754,131247.407,122723.025,116089.203,108518.354,103197.107,99023.732,94898.161,88757.166,83199.637,78906.933,75009.793,71933.171,68644.277,65083.884,61736.071,57333.251,54377.158,51475.411,48324.058,46498.707,45208.407,41620.754,39844.703,37828.924,36791.407,34853.333,33208.369,31389.671,30335.774,29365.994,27500.696,26294.981,24705.356,24114.228,23450.419,22271.957,21211.129,21267.021,19761.824,19275.872,17980.036,17626.551,16400.536,16104.627,15706.353,15044.732,14314.998,14154.218,13695.936,13206.487,12764.021
187.7,0.000,0.000,0.000,0.100,0.000,0.000,0.000,1.939,5.371,5.817,0.000,1.837,3.878,1158.924,3096773.961,780536.696,622409.854,514306.629,459348.231,415280.124,372236.132,338172.452,310200.307,293949.155,288571.658,255524.451,248769.503,230662.899,222120.154,212459.246,208152.920,186414.537,183104.901,173584.972,156879.391,145978.076,138217.544,127718.052,121461.685,112405.527,108113.598,103241.732,97794.794,92764.603,88457.003,82998.490,79613.543,74455.500,72498.723,67762.448,65314.105,59330.975,56603.408,54320.852,52213.196,49437.924,47573.645,44142.046,42856.356,41022.487,38290.828,36907.329,34749.094,33446.554,31826.580,30979.089,28671.824,27609.038,26090.285,25694.751,25026.347,24162.183,22947.455,21743.652,21415.220,20020.599,19727.633,18848.059,17966.958,17419.843,16817.226,16043.981,15189.670,14898.432,14947.689,14538.590,13646.224
194.6,0.000,0.000,0.000,1.261,0.000,0.000,0.588,0.000,3.622,5.396,3.765,1.697,0.000,1096.312,2389612.417,742001.719,593467.137,490953.728,444019.235,398733.014,359703.574,326489.682,305361.417,289403.789,285368.987,256162.368,247231.833,230573.292,224834.569,217283.182,209056.090,188484.254,187316.312,175728.779,160884.716,147858.517,139737.375,128361.489,124629.603,116578.147,110748.375,106161.843,100708.436,96128.774,90720.035,84388.563,81164.810,77139.506,74860.447,71208.218,66533.993,62191.494,59196.487,56545.475,53816.870,51934.037,49978.351,46692.412,44386.913,41359.066,39720.282,38384.609,36800.866,35269.807,33802.116,31426.666,30190.485,28618.711,27395.292,27265.006,24692.159,25419.943,23753.222,22760.007,21649.297,21344.169,20502.350,19995.173,18899.078,18480.700,17169.224,17067.484,16072.255,15512.893,15657.122,14990.837,14165.024
201.7,0.000,0.000,1.375,1.929,0.000,0.000,0.000,0.000,1.711,0.280,0.000,1.961,1.711,1019.053,1767321.468,695982.469,559463.757,463494.854,425335.193,381703.269,347895.961,316762.190,293589.960,283292.342,279729.193,250243.211,245469.531,229691.566,221864.872,217654.200,210143.023,188830.033,186775.331,175539.242,162350.865,150957.811,140196.377,131760.103,126170.634,116110.697,112698.664,109395.215,103931.422,99368.140,92242.216,86727.609,83338.636,78849.379,78007.066,72822.283,69032.370,64811.728,60521.290,57936.873,54728.324,54039.928,50325.006,48067.442,45133.397,43817.800,41358.357,39717.193,38226.334,36155.056,35060.636,33408.770,31157.595,30675.388,29511.241,28185.570,27277.616,25664.843,24987.299,23869.334,23301.773,22282.458,21441.975,20612.702,20124.782,18721.669,18205.948,18122.441,17045.926,16360.204,15998.912,15705.395,15165.800
209.1,0.000,0.000,0.000,0.000,0.000,0.000,5.032,0.000,0.000,1.033,1.798,1.967,0.000,837.569,1215809.810,639816.274,511578.106,431298.458,399271.714,359120.063,331174.565,303513.224,279113.960,274419.395,270318.256,243572.330,237995.150,223370.695,216806.105,210295.497,205069.669,188026.813,188077.512,175203.379,161941.806,149561.651,141194.668,132196.995,124831.344,118479.684,112663.112,110164.328,104554.261,99014.018,93664.845,88213.163,84878.240,80416.173,77670.141,73371.516,70190.243,65609.601,62392.021,58999.698,56558.063,54250.117,51993.073,49235.179,46976.798,44853.480,41829.031,40609.303,38265.139,36798.691,35981.563,33592.905,32167.900,31084.461,29833.747,28219.681,27564.772,26819.791,25346.668,23811.243,23185.693,23010.627,21848.211,21401.792,20026.083,19226.624,19266.596,17864.404,17859.431,17278.973,16432.862,16209.280,15650.475
216.7,0.000,0.000,3.965,0.000,1.983,0.000,3.231,0.000,3.064,0.000,1.983,3.966,1.983,627.063,813108.182,580747.762,470486.300,399275.335,373321.709,335684.097,311540.496,285905.828,265665.776,259860.456,261035.604,237453.870,227908.370,217462.915,210397.284,208042.673,201179.700,183709.061,185542.282,172756.987,158768.663,147083.433,139756.854,130664.201,124696.813,118107.869,113219.001,109001.696,105221.376,99832.611,93884.888,88305.767,84364.020,81916.357,77819.154,73510.820,70827.915,66357.404,63061.734,59671.793,57171.832,55868.012,52097.086,49939.146,47085.045,45228.228,42915.898,40623.273,38748.736,37805.029,35156.024,33690.932,32754.486,31201.286,29734.730,29492.433,28613.882,26910.083,26299.912,25091.072,23655.308,23281.050,21896.786,21318.557,20677.692,19493.981,19182.858,18325.842,18018.383,17068.457,16936.924,16661.945,16247.026
224.7,1.999,0.000,0.000,0.000,1.999,0.000,1.548,0.000,3.718,5.998,0.000,0.000,1.999,494.928,564806.848,525316.972,423622.645,360993.424,341279.610,310452.473,287930.839,265481.672,247772.612,244996.814,246330.127,222708.275,217458.784,208725.932,203679.809,199902.033,195694.087,177214.897,179234.177,167257.609,156379.172,146290.782,135910.359,128373.272,121051.365,115410.131,110593.988,107343.703,103945.835,99922.544,93452.216,87554.365,83482.562,81014.625,78776.035,71786.664,70141.518,65194.375,62703.371,59224.909,57220.281,55537.251,51756.051,50042.095,46973.747,44734.525,42897.632,41296.756,38500.901,37806.906,35983.737,34207.201,32948.459,31782.218,30609.011,29193.826,28534.709,27984.597,26353.830,25575.562,24012.841,23452.337,22388.621,21684.043,20865.693,19483.538,19194.983,18786.694,18315.089,17871.120,16862.931,16928.758,16301.645
232.9,0.000,2.013,2.007,2.015,0.769,0.000,0.000,2.016,0.000,2.016,0.000,0.000,0.000,484.672,407450.819,465283.526,376798.351,322999.526,312146.423,282835.323,263146.118,244741.382,228858.301,230706.743,233371.068,208467.119,205976.232,196700.421,191655.628,192319.184,186836.443,169183.750,172277.871,162521.665,151302.882,141564.099,130956.490,124767.166,120295.115,112064.481,107142.944,105568.102,101101.204,97199.594,92488.473,85851.846,82254.173,79165.436,76761.406,72285.139,69810.476,63850.680,61109.242,59097.858,56384.621,54515.631,51109.763,49508.666,46403.031,44343.906,42642.580,40481.360,38413.753,37449.574,35927.968,34098.198,32376.786,31768.982,30365.350,28631.338,28213.628,27347.983,25995.006,25362.400,23895.958,23466.929,22173.894,21636.897,20795.571,20456.349,19066.229,18753.290,17932.661,17831.856,17139.655,16723.965,16283.109
241.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.116,1.958,0.000,362.654,311558.146,405120.379,331728.003,285779.328,276426.658,251099.668,235246.946,222811.371,209034.749,209610.430,213311.208,191781.541,189534.028,184453.820,179215.203,181772.135,176074.575,161843.932,163106.580,152376.131,142547.554,134320.147,126251.894,119528.002,114807.165,108671.268,103316.872,101643.779,97960.395,93397.229,89534.108,83395.621,78845.927,77451.482,74140.922,71245.941,67886.279,63067.072,60744.458,57634.561,55556.570,53194.496,50213.673,47896.510,45929.813,43591.302,41751.621,40135.031,37900.916,36452.338,35702.862,32839.122,32308.591,30873.427,30048.850,28994.634,27955.399,26731.868,25593.819,24752.659,23940.614,23007.598,22161.103,21303.434,20587.444,20145.472,19093.443,18486.467,18374.144,17562.634,17015.658,16845.192,16398.904
250.3,0.000,2.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.362,239743.052,344863.934,285289.924,244807.435,242561.905,220118.986,207316.891,199939.006,186506.919,190228.930,194851.340,174925.309,172958.667,168992.347,165419.817,166879.669,163732.273,149358.096,154326.595,144066.430,133723.113,126084.622,119027.650,113027.622,108683.348,103647.989,99158.384,95920.165,93360.460,87875.158,84879.115,80820.497,76012.227,73714.136,71361.540,68011.417,64561.949,61093.261,58535.226,55839.546,53891.493,51755.417,48488.038,46052.696,44200.100,41910.125,40401.820,38858.943,36743.004,36203.110,34173.779,32591.276,31000.501,30239.354,28521.889,28339.405,27223.714,26710.376,25093.348,24230.564,23367.874,22319.562,21607.050,21101.207,20006.206,19595.847,18462.409,18045.497,17554.909,17100.465,16944.992,16415.228,15599.068
259.5,0.000,0.000,0.000,1.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,253.631,176167.735,290632.456,243256.010,209889.976,208783.302,190126.520,182373.638,175848.555,163495.760,169884.827,174657.569,158474.969,158305.006,154232.820,151854.962,153113.171,150991.869,139146.298,143105.140,133616.856,125578.751,117298.528,110257.068,105176.208,100938.075,96687.354,94185.878,91003.920,88874.285,85122.667,79935.698,75932.283,71943.003,71112.596,68445.687,64869.397,62375.542,58294.811,55376.876,51398.464,51762.281,49363.914,46782.289,44053.223,42164.011,40664.659,38968.177,37770.928,35448.629,34653.272,32688.812,31154.796,30052.054,29295.889,28333.269,27049.258,25809.654,24991.052,24277.621,22946.227,22496.663,21898.847,20919.892,20191.423,19202.929,18782.562,18382.748,17751.542,16968.997,16778.831,16285.742,16011.399,15132.996
269.0,0.000,2.093,4.189,2.095,2.095,0.000,0.000,0.000,0.000,2.095,0.000,0.000,0.000,231.842,135795.390,240746.778,201913.762,174694.851,176800.250,163317.428,153865.027,152413.784,141378.097,148919.787,155451.875,140699.430,140532.953,137987.740,135704.687,138586.725,136679.130,125452.510,129149.284,121510.740,113886.929,108017.056,102212.675,96938.828,92088.290,87866.209,86266.983,85194.076,81924.195,79306.384,74761.144,71070.725,67129.915,65662.314,63523.538,60335.702,57163.067,55489.505,52910.852,49837.267,47649.148,46294.978,44282.364,42285.076,40040.598,37789.827,36089.347,35355.903,33580.139,32576.353,31388.767,29935.454,27871.217,27158.635,26688.986,25593.155,24652.552,23578.863,23292.345,22201.163,21737.670,21060.128,19748.526,18946.482,18610.356,18028.228,17156.071,16886.237,15926.520,16227.253,15421.819,15072.339,14637.086
278.8,2.113,0.000,0.000,0.000,0.000,0.000,0.000,2.114,0.000,0.000,0.000,0.000,0.000,183.614,110493.204,194174.865,165376.482,141087.274,146470.748,136191.021,130496.718,129590.831,119637.273,128384.475,133362.247,121673.010,121251.712,120369.004,118822.638,123264.409,122493.504,111433.147,115212.562,109679.830,102429.068,97800.160,92757.913,87667.307,85096.404,79984.302,78265.493,78078.322,74148.497,73460.869,68707.270,64580.397,61445.759,60026.338,59290.266,56160.201,53998.640,50629.212,48396.889,46781.320,44718.769,44170.112,41128.332,39888.599,37224.786,35738.517,34048.606,33181.730,31163.827,30533.528,28991.240,27483.882,26246.528,25608.785,25003.726,24426.003,23256.451,22740.115,21765.572,20295.072,20055.340,19509.276,18462.575,17935.907,16946.141,17079.879,16345.163,15728.555,15507.186,14998.766,14438.614,14073.292,13794.747
289.0,0.000,0.000,0.000,2.143,0.000,0.000,0.000,2.143,0.000,0.000,0.000,0.000,0.000,154.296,91713.999,156630.904,133988.133,114047.735,120084.530,111351.741,107778.675,109215.493,100117.029,109134.794,114037.473,103987.868,103833.070,104323.410,104308.068,107909.706,107110.790,97343.087,100999.986,97654.237,90491.807,88287.930,82877.986,79093.387,76274.494,71947.253,71170.749,71032.004,67719.703,66158.653,62966.666,58803.539,55670.630,55309.266,53920.297,52053.676,49495.247,46198.175,45236.688,42345.253,41773.117,39237.738,37519.420,36196.985,34428.251,33190.660,31408.488,30052.120,28479.115,28135.818,27082.296,25347.360,23851.694,23882.921,23635.643,22547.346,21940.432,21071.536,20292.931,19025.880,18863.040,17476.308,17235.081,16591.415,16433.680,15764.457,15008.372,14694.778,14253.243,14015.813,13488.456,13223.366,13140.020
299.6,0.000,0.000,2.163,0.000,0.000,2.163,0.000,0.000,0.000,0.000,2.163,0.000,0.000,98.575,73764.077,123172.144,104848.201,90118.916,96733.980,89358.826,86121.333,87481.299,81479.900,90783.743,93728.005,86991.584,87717.000,87998.295,88501.050,92281.023,93411.592,84768.545,88116.459,84727.654,78939.135,77045.156,72816.698,68740.793,67085.769,63797.910,62825.517,62041.718,61288.666,58907.894,55254.154,53386.623,50458.984,50020.768,48812.037,46881.991,44353.280,41538.657,40230.148,38999.240,37555.067,36309.379,34219.676,32459.365,30762.374,29516.518,28588.823,27128.161,26030.531,25598.666,24144.837,23142.407,22298.369,21850.365,21757.801,20811.367,19685.394,19017.714,18385.800,17632.236,16963.607,16432.692,16064.094,15287.040,15009.280,14233.233,13956.429,13488.258,13248.417,12744.561,12112.678,12250.101,12180.635
310.6,2.194,0.000,0.000,0.000,0.000,0.000,2.194,0.000,0.000,0.000,0.000,0.000,0.000,87.995,59999.078,95011.420,80766.651,69819.615,75558.710,71992.700,68316.263,70937.924,66124.841,73341.347,77617.198,71220.336,72734.290,73879.021,73681.833,79158.796,78477.687,71300.010,76056.761,72812.273,68145.097,66424.684,62341.178,59679.483,58884.168,55200.507,55731.931,54467.032,53989.584,51684.482,49255.838,46463.267,44201.457,44324.642,43575.415,41331.802,39060.412,37981.990,36260.054,34804.185,33141.675,32010.931,30412.563,29522.294,27570.626,26412.245,25762.546,24224.971,23384.678,23030.497,21771.397,21175.727,20072.854,19480.500,19002.722,18715.601,17832.785,17275.579,16835.688,15870.645,15872.038,14669.514,14635.216,13827.092,13546.008,12978.074,12764.132,12053.774,11834.771,11770.290,11492.830,11302.055,11037.428
322.0,6.561,0.000,0.000,0.000,0.000,0.000,2.226,4.453,0.000,2.227,0.000,0.000,0.000,67.453,45458.173,72424.669,61675.496,52798.636,57807.811,56053.285,53185.651,55397.938,52695.892,58597.774,62967.605,58305.850,58872.799,59990.686,61129.064,65347.259,65233.448,60400.482,63461.700,60309.630,57754.726,55519.262,52307.243,51701.160,50112.978,47859.819,47370.686,47142.919,46363.913,44630.077,43291.842,40421.488,38244.346,38995.489,38366.791,36751.674,33848.399,32344.022,31282.972,30558.163,29662.088,28448.917,26946.805,26273.972,24366.461,23723.507,22929.792,21380.900,20742.234,20280.944,19208.244,18371.738,17925.395,17210.257,17244.724,16422.378,16060.007,15361.483,14890.224,14404.512,13480.320,13367.648,12971.196,12643.643,11921.251,11717.184,11506.540,10855.229,10813.077,10444.077,9918.711,10250.668,9802.851
333.8,0.000,0.000,2.247,0.000,0.000,0.000,0.000,1.192,0.000,0.000,0.000,0.000,0.000,54.654,36613.150,54476.148,45334.182,39092.573,43737.315,42785.266,40124.072,42651.662,41192.459,45485.946,49324.824,46410.864,46562.122,48269.056,49025.172,52386.029,53026.393,49198.551,51678.750,50770.563,47715.260,46122.451,44102.278,42448.649,42138.659,40279.096,39283.556,39858.959,39071.861,38303.883,36337.358,33961.473,32516.555,32768.834,32362.777,31331.746,29022.186,28041.928,26868.739,26328.916,25612.697,24770.457,23104.501,22337.071,21014.595,20737.361,20085.311,18847.449,17708.197,17498.062,16885.543,16007.312,15460.629,14930.837,14666.426,14820.971,14074.986,13555.004,13094.186,12518.318,12356.924,11744.006,10983.912,11072.880,10841.185,10376.639,9894.013,9676.480,9449.379,9139.969,8954.123,8948.031,8880.373
346.0,0.000,0.000,0.000,0.000,0.000,0.000,0.894,1.072,0.000,0.000,0.000,0.000,0.000,31.946,31939.521,40263.056,33660.543,28881.949,32013.725,32139.937,29525.648,31712.055,30963.156,35202.830,37688.499,36676.738,37037.331,38342.429,38659.845,42062.649,42647.348,39257.453,41526.080,40270.110,39077.388,37711.106,35955.376,34873.587,34993.306,33139.944,32765.740,33603.689,32616.432,32454.148,30239.997,28756.141,27742.887,27508.843,27179.332,26495.668,24405.222,23381.068,23179.650,22300.525,21739.665,20807.772,19504.356,19149.476,18133.340,17395.568,16654.555,15957.768,15285.770,15099.330,14467.857,14260.675,13512.692,13205.867,12757.399,12325.200,11875.009,11669.134,11345.536,10985.568,10690.483,10055.629,9988.216,9423.800,9239.847,8928.218,8850.946,8683.162,8128.162,8059.332,7738.418,7832.500,7563.502
358.7,0.000,2.314,0.000,0.000,0.000,0.000,0.000,0.000,2.317,0.000,0.000,0.000,0.000,41.705,26996.525,29510.703,24286.431,20932.314,23183.999,22938.668,21657.782,23644.503,22563.900,26095.990,28514.357,28059.554,28752.580,28968.152,29936.983,32947.613,33056.445,31265.639,33174.152,32586.383,31145.270,30251.575,29009.047,28603.535,28030.999,26839.991,26756.497,26233.286,26589.110,26075.650,24821.033,23771.148,22905.457,23701.953,22337.325,22099.499,20626.000,19910.681,19045.065,18587.779,17961.059,17133.492,16621.839,15700.272,15661.871,14655.184,14344.350,13853.662,12919.830,12947.221,12656.548,11684.193,11144.922,11066.764,10826.797,10927.017,10490.224,10102.841,9646.098,9381.626,9175.730,8759.608,8513.518,8153.984,8008.256,7773.644,7403.251,7296.145,6969.026,7217.009,6741.538,6858.345,6624.414
